Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,AZ,Arizona,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,838,8.4,7.6,9.3,370,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,4,BO1,CAT1,CHECKUP1,RESP066,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,135,1.9,1.4,2.3,371,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,4,BO1,CAT1,CHECKUP1,RESP067,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"11,568",65.9,64.5,67.3,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,4,BO1,CAT1,PERSDOC2,RESP050,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,941,6.2,5.5,6.8,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,4,BO1,CAT1,PERSDOC2,RESP053,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"2,278",27.9,26.6,29.3,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,4,BO1,CAT1,PERSDOC2,RESP054,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"7,047",82.1,80.6,83.5,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,4,BO1,CAT1,_HCVU651,RESP046,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,989,17.9,16.5,19.4,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,4,BO1,CAT1,_HCVU651,RESP054,"(34.865970280000454, -111.76381127699972)"
2014,AR,Arkansas,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,668,18.2,16.4,20,320,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,5,BO1,CAT1,MEDCOST,RESP046,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"4,572",81.8,80,83.6,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,5,BO1,CAT1,MEDCOST,RESP054,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"4,782",83.7,81.9,85.6,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,5,BO1,CAT1,HLTHPLN1,RESP046,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,440,16.3,14.4,18.2,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,5,BO1,CAT1,HLTHPLN1,RESP054,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,"3,873",66.1,64,68.2,366,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,5,BO1,CAT1,CHECKUP1,RESP063,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,484,11.1,9.7,12.5,367,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,5,BO1,CAT1,CHECKUP1,RESP064,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,314,10.2,8.7,11.7,368,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,5,BO1,CAT1,CHECKUP1,RESP065,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,367,10.1,8.7,11.5,369,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,5,BO1,CAT1,CHECKUP1,RESP066,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,89,2.5,1.7,3.3,370,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,5,BO1,CAT1,CHECKUP1,RESP067,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"4,269",73.2,71.1,75.3,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,5,BO1,CAT1,PERSDOC2,RESP050,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,357,4.6,3.9,5.4,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,5,BO1,CAT1,PERSDOC2,RESP053,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,609,22.2,20.1,24.2,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,5,BO1,CAT1,PERSDOC2,RESP054,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,386",79.8,77.5,82.1,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,5,BO1,CAT1,_HCVU651,RESP046,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,392,20.2,17.9,22.5,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,5,BO1,CAT1,_HCVU651,RESP054,"(34.74865012400045, -92.27449074299966)"
2014,CA,California,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,"1,075",13.5,12.5,14.4,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,6,BO1,CAT1,MEDCOST,RESP046,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"7,741",86.6,85.6,87.5,322,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,6,BO1,CAT1,MEDCOST,RESP054,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"7,756",85.2,84.2,86.2,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,6,BO1,CAT1,HLTHPLN1,RESP046,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,041",14.8,13.8,15.8,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,6,BO1,CAT1,HLTHPLN1,RESP054,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,"6,012",66.6,65.3,67.9,367,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,6,BO1,CAT1,CHECKUP1,RESP063,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,"1,281",15.1,14.1,16.1,368,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,6,BO1,CAT1,CHECKUP1,RESP064,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,720,9.2,8.3,10,369,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,6,BO1,CAT1,CHECKUP1,RESP065,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,637,7.5,6.8,8.3,370,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,6,BO1,CAT1,CHECKUP1,RESP066,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,112,1.6,1.2,1.9,371,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,6,BO1,CAT1,CHECKUP1,RESP067,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"6,258",68.3,67,69.6,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,6,BO1,CAT1,PERSDOC2,RESP050,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,556,6.2,5.5,6.8,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,6,BO1,CAT1,PERSDOC2,RESP053,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"1,971",25.5,24.3,26.7,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,6,BO1,CAT1,PERSDOC2,RESP054,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"5,443",82.2,81,83.5,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,6,BO1,CAT1,_HCVU651,RESP046,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,004",17.8,16.6,19,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,6,BO1,CAT1,_HCVU651,RESP054,"(37.63864012300047, -120.99999953799971)"
2014,CO,Colorado,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,"1,383",13.1,12.3,13.9,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,8,BO1,CAT1,MEDCOST,RESP046,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"11,989",86.9,86.1,87.7,322,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,8,BO1,CAT1,MEDCOST,RESP054,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"12,227",87.2,86.4,88.1,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,8,BO1,CAT1,HLTHPLN1,RESP046,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,113",12.8,11.9,13.6,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,8,BO1,CAT1,HLTHPLN1,RESP054,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,"8,867",62.7,61.6,63.8,367,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,8,BO1,CAT1,CHECKUP1,RESP063,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,"1,931",15.7,14.9,16.5,368,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,8,BO1,CAT1,CHECKUP1,RESP064,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,"1,201",11.3,10.6,12.1,369,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,8,BO1,CAT1,CHECKUP1,RESP065,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,"1,002",8.8,8.2,9.5,370,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,8,BO1,CAT1,CHECKUP1,RESP066,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,140,1.5,1.2,1.9,371,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,8,BO1,CAT1,CHECKUP1,RESP067,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"10,174",68.8,67.7,69.9,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,8,BO1,CAT1,PERSDOC2,RESP050,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,949,7.4,6.8,7.9,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,8,BO1,CAT1,PERSDOC2,RESP053,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"2,236",23.8,22.8,24.9,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,8,BO1,CAT1,PERSDOC2,RESP054,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"7,803",84.7,83.7,85.7,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,8,BO1,CAT1,_HCVU651,RESP046,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,071",15.3,14.3,16.3,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,8,BO1,CAT1,_HCVU651,RESP054,"(38.843840757000464, -106.13361092099967)"
